,url,text,media_url,comments,likes
68,/story.php?story_fbid=3929098263829740&id=100001888140140&bacr=1591741616%3A1591741616%3A2%3A-4926100606857610255%3A0%3A6836478801363454476&refid=7&_ft_=qid.6836478801363454476%3Amf_story_key.8099703328621269186%3Atop_level_post_id.3929098263829740%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741616%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],/jemal.gemta?fref=nf&refid=52&_ft_=qid.6836478801363454476%3Amf_story_key.8099703328621269186%3Atop_level_post_id.3929098263829740%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741616%3Afilter.h_nor&__tn__=-R,[],[]
69,/groups/1576676692623857?view=permalink&id=2481199552171562&bacr=1591741800%3A1591741800%3A1%3A-8041850956422709837%3A0%3A6836478981752289402&refid=7&_ft_=qid.6836478981752289402%3Amf_story_key.-8041850956422709837%3Agroup_id.1576676692623857%3Atop_level_post_id.2481199552171562%3Acontent_owner_id_new.100003402047172%3Aoriginal_content_id.1536011346572216%3Aoriginal_content_owner_id.517754885064539%3Apage_id.517754885064539%3Asrc.22%3Aphoto_id.1536011323238885%3Astory_location.5%3Aattached_story_attachment_style.photo%3Aview_time.1591741800%3Atagged_locations.110884905606108%3Afilter.h_nor%3Atds_flgs.3%3Apage_insights.%7B%22517754885064539%22%3A%7B%22page_id%22%3A517754885064539%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A100003402047172%2C%22attached_story%22%3A%7B%22page_id%22%3A517754885064539%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A517754885064539%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A266%2C%22publish_time%22%3A1591739547%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22story_fbid%22%3A%5B1536011346572216%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A5%7D%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntGroupMallPostCreationStory%22%2C%22role%22%3A1%2C%22sl%22%3A5%2C%22targets%22%3A%5B%7B%22actor_id%22%3A100003402047172%2C%22page_id%22%3A517754885064539%2C%22post_id%22%3A1536011346572216%2C%22role%22%3A1%2C%22share_id%22%3A0%7D%5D%7D%2C%22110884905606108%22%3A%7B%22page_id%22%3A110884905606108%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A100003402047172%2C%22attached_story%22%3A%7B%22page_id%22%3A110884905606108%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A517754885064539%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22role%22%3A4%2C%22sl%22%3A5%7D%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntGroupMallPostCreationStory%22%2C%22role%22%3A4%2C%22sl%22%3A5%7D%7D&__tn__=%2AW-R#footer_action_list,[],,[],[]
70,/groups/1576676692623857?view=permalink&id=2481199425504908&bacr=1591741800%3A1591741800%3A1%3A-8041850956422709837%3A0%3A6836478981752289402&refid=7&_ft_=qid.6836478981752289402%3Amf_story_key.-5418775434660678805%3Agroup_id.1576676692623857%3Atop_level_post_id.2481199425504908%3Acontent_owner_id_new.100051899797742%3Acommerce_rank_obj.%7B%22viewer_id%22%3A100000829215912%2C%22target_id%22%3A2109463905845358%2C%22target_type%22%3A0%2C%22primary_position%22%3A-1%2C%22secondary_position%22%3A-1%2C%22search_query%22%3A%22%22%2C%22search_sid%22%3A%22%22%2C%22session_id%22%3A0%2C%22typeahead_sid%22%3A%22%22%2C%22ranking_signature%22%3A0%2C%22commerce_channel%22%3A107%2C%22commerce_type%22%3A2%2C%22ectr%22%3A0%2C%22value%22%3A0%2C%22original_value%22%3A0%2C%22model_scores%22%3A%7B%7D%2C%22upsell_candidate_ids%22%3A%5B%5D%2C%22upsell_type%22%3Anull%2C%22metadata%22%3A%7B%7D%2C%22ad_imp_delivery_data_binary%22%3Anull%2C%22ad_imp_delivery_data_array%22%3Anull%2C%22qp_renderer_type%22%3Anull%2C%22top_unit_ranking_score%22%3Anull%2C%22is_budget_upsell%22%3Afalse%2C%22is_pacer_applied%22%3Afalse%2C%22is_billboard_promotion_upsell%22%3Afalse%2C%22category_id%22%3Anull%2C%22candidate_score_map%22%3Anull%2C%22candidate_signature_map%22%3Anull%2C%22candidate_seller_id_map%22%3Anull%2C%22candidate_creation_time_map%22%3Anull%2C%22candidate_vertical_metadata_map%22%3Anull%2C%22candidate_buyer_product_rt_imp_v2_map%22%3Anull%2C%22vertical%22%3Anull%2C%22vertical_metadata%22%3Anull%2C%22collection_id%22%3Anull%2C%22theme_id%22%3Anull%2C%22buyer_product_rt_imp_v2%22%3A0%2C%22candidate_model_score_map%22%3Anull%2C%22client_time%22%3A0%2C%22last_rank_index%22%3A0%2C%22last_rank_time%22%3A0%2C%22creation_time%22%3A0%2C%22seller_id%22%3A0%7D%3Asrc.22%3Aphoto_id.116680666738593%3Astory_location.5%3Astory_attachment_style.group_sell_product_item%3Aview_time.1591741800%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],,[],[]
71,/story.php?story_fbid=2715360602072726&id=100007964376763&bacr=1591741800%3A1591741800%3A3%3A-5418775434660678805%3A0%3A6836478981752289402&refid=7&_ft_=qid.6836478981752289402%3Amf_story_key.-5683183300174123163%3Atop_level_post_id.2715360562072730%3Acontent_owner_id_new.100007964376763%3Asrc.22%3Aphoto_id.2715360562072730%3Astory_location.5%3Astory_attachment_style.photo%3Aview_time.1591741712%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,"[""'1000sel'""]",/almunaseb?fref=nf&refid=52&__tn__=-R,[],[]
72,/groups/219416964805021?view=permalink&id=2984619241618099&bacr=1591741712%3A1591741712%3A2%3A-5683183300174123163%3A0%3A6836478981752289402&refid=7&_ft_=qid.6836478981752289402%3Amf_story_key.-4955005822687429071%3Agroup_id.219416964805021%3Atop_level_post_id.2984619241618099%3Acontent_owner_id_new.100015279841317%3Asrc.22%3Astory_location.5%3Aview_time.1591741664%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],,[],[]
73,/story.php?story_fbid=2641314456151972&id=100008203300860&bacr=1591741664%3A1591741664%3A1%3A-4955005822687429071%3A0%3A6836478981752289402&refid=7&_ft_=qid.6836478981752289402%3Amf_story_key.4460799491338535310%3Atop_level_post_id.2641314456151972%3Acontent_owner_id_new.100008203300860%3Asrc.22%3Aphoto_id.2641313766152041%3Astory_location.5%3Astory_attachment_style.photo%3Aview_time.1591741664%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,"[""'#'"", ""'videoទី8'"", ""' ចង់ស្វែងយល់ពីដំ'"", ""'ណោះស្រាយនៃលំហាត'"", ""'់នេះ\\u200b អាចចូលមេីលការ live នៅ\\u200b (\\u200b 08/ 06 / 2020 )'"", ""' ម៉ោង\\u200b 10 :  00  នាទីព្រឹក\\u200b !'"", ""' '"", ""'#'"", ""'លីមីតរាងមិនកំណត'"", ""'់អានន្ដដកអានន្ដ'"", ""'(វគ្គ៣)'"", ""'#'"", ""'videoទី8'"", ""' Want to learn about the solution of this exercise, can go to watch live at (08/ 06 / 2020)'"", ""' Time 10 am!'"", ""' '"", ""'#'"", ""'ល'"", ""' ីមីតរាងមិនកំណត់អានន្ដដកអានន្ដ is not limited to read (Part 3)'""]",/profile.php?id=100008203300860&fref=nf&refid=52&_ft_=qid.6836478981752289402%3Amf_story_key.4460799491338535310%3Atop_level_post_id.2641314456151972%3Acontent_owner_id_new.100008203300860%3Asrc.22%3Aphoto_id.2641313766152041%3Astory_location.5%3Astory_attachment_style.photo%3Aview_time.1591741664%3Afilter.h_nor&__tn__=-R,[],[]
74,/story.php?story_fbid=3929133193826247&id=100001888140140&bacr=1591741664%3A1591741664%3A4%3A4460799491338535310%3A0%3A6836478981752289402&refid=7&_ft_=qid.6836478981752289402%3Amf_story_key.733286997169251769%3Atop_level_post_id.3929133193826247%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741616%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],/jemal.gemta?fref=nf&refid=52&_ft_=qid.6836478981752289402%3Amf_story_key.733286997169251769%3Atop_level_post_id.3929133193826247%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741616%3Afilter.h_nor&__tn__=-R,[],[]
75,/groups/1576676692623857?view=permalink&id=2481198015505049&bacr=1591741616%3A1591741616%3A1%3A733286997169251769%3A0%3A6836478981752289402&refid=7&_ft_=qid.6836478981752289402%3Amf_story_key.-4926100606857610255%3Agroup_id.1576676692623857%3Atop_level_post_id.2481198015505049%3Acontent_owner_id_new.100025110592301%3Acommerce_rank_obj.%7B%22viewer_id%22%3A100000829215912%2C%22target_id%22%3A4840588806004593%2C%22target_type%22%3A0%2C%22primary_position%22%3A-1%2C%22secondary_position%22%3A-1%2C%22search_query%22%3A%22%22%2C%22search_sid%22%3A%22%22%2C%22session_id%22%3A0%2C%22typeahead_sid%22%3A%22%22%2C%22ranking_signature%22%3A0%2C%22commerce_channel%22%3A107%2C%22commerce_type%22%3A2%2C%22ectr%22%3A0%2C%22value%22%3A0%2C%22original_value%22%3A0%2C%22model_scores%22%3A%7B%7D%2C%22upsell_candidate_ids%22%3A%5B%5D%2C%22upsell_type%22%3Anull%2C%22metadata%22%3A%7B%7D%2C%22ad_imp_delivery_data_binary%22%3Anull%2C%22ad_imp_delivery_data_array%22%3Anull%2C%22qp_renderer_type%22%3Anull%2C%22top_unit_ranking_score%22%3Anull%2C%22is_budget_upsell%22%3Afalse%2C%22is_pacer_applied%22%3Afalse%2C%22is_billboard_promotion_upsell%22%3Afalse%2C%22category_id%22%3Anull%2C%22candidate_score_map%22%3Anull%2C%22candidate_signature_map%22%3Anull%2C%22candidate_seller_id_map%22%3Anull%2C%22candidate_creation_time_map%22%3Anull%2C%22candidate_vertical_metadata_map%22%3Anull%2C%22candidate_buyer_product_rt_imp_v2_map%22%3Anull%2C%22vertical%22%3Anull%2C%22vertical_metadata%22%3Anull%2C%22collection_id%22%3Anull%2C%22theme_id%22%3Anull%2C%22buyer_product_rt_imp_v2%22%3A0%2C%22candidate_model_score_map%22%3Anull%2C%22client_time%22%3A0%2C%22last_rank_index%22%3A0%2C%22last_rank_time%22%3A0%2C%22creation_time%22%3A0%2C%22seller_id%22%3A0%7D%3Asrc.22%3Aphoto_id.666667030846977%3Astory_location.5%3Astory_attachment_style.group_sell_product_item%3Aview_time.1591741616%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],,[],[]
76,/story.php?story_fbid=3929098263829740&id=100001888140140&bacr=1591741616%3A1591741616%3A2%3A-4926100606857610255%3A0%3A6836478981752289402&refid=7&_ft_=qid.6836478981752289402%3Amf_story_key.8099703328621269186%3Atop_level_post_id.3929098263829740%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741616%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],/jemal.gemta?fref=nf&refid=52&_ft_=qid.6836478981752289402%3Amf_story_key.8099703328621269186%3Atop_level_post_id.3929098263829740%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741616%3Afilter.h_nor&__tn__=-R,[],[]
77,/story.php?story_fbid=719492265493456&id=100022980680671&refid=7&__tn__=%2AW-R#footer_action_list,[],/abrham.neka.7?fref=nf&refid=52&__tn__=-R,[],[]
78,/groups/1576676692623857?view=permalink&id=2481199862171531&bacr=1591741848%3A1591741848%3A1%3A-2586725229664511893%3A0%3A6836479183750718472&refid=7&_ft_=qid.6836479183750718472%3Amf_story_key.-7755198805567335283%3Agroup_id.1576676692623857%3Atop_level_post_id.2481199862171531%3Acontent_owner_id_new.1049129353%3Acommerce_rank_obj.%7B%22viewer_id%22%3A100000829215912%2C%22target_id%22%3A2899030100195740%2C%22target_type%22%3A0%2C%22primary_position%22%3A-1%2C%22secondary_position%22%3A-1%2C%22search_query%22%3A%22%22%2C%22search_sid%22%3A%22%22%2C%22session_id%22%3A0%2C%22typeahead_sid%22%3A%22%22%2C%22ranking_signature%22%3A0%2C%22commerce_channel%22%3A107%2C%22commerce_type%22%3A2%2C%22ectr%22%3A0%2C%22value%22%3A0%2C%22original_value%22%3A0%2C%22model_scores%22%3A%7B%7D%2C%22upsell_candidate_ids%22%3A%5B%5D%2C%22upsell_type%22%3Anull%2C%22metadata%22%3A%7B%7D%2C%22ad_imp_delivery_data_binary%22%3Anull%2C%22ad_imp_delivery_data_array%22%3Anull%2C%22qp_renderer_type%22%3Anull%2C%22top_unit_ranking_score%22%3Anull%2C%22is_budget_upsell%22%3Afalse%2C%22is_pacer_applied%22%3Afalse%2C%22is_billboard_promotion_upsell%22%3Afalse%2C%22category_id%22%3Anull%2C%22candidate_score_map%22%3Anull%2C%22candidate_signature_map%22%3Anull%2C%22candidate_seller_id_map%22%3Anull%2C%22candidate_creation_time_map%22%3Anull%2C%22candidate_vertical_metadata_map%22%3Anull%2C%22candidate_buyer_product_rt_imp_v2_map%22%3Anull%2C%22vertical%22%3Anull%2C%22vertical_metadata%22%3Anull%2C%22collection_id%22%3Anull%2C%22theme_id%22%3Anull%2C%22buyer_product_rt_imp_v2%22%3A0%2C%22candidate_model_score_map%22%3Anull%2C%22client_time%22%3A0%2C%22last_rank_index%22%3A0%2C%22last_rank_time%22%3A0%2C%22creation_time%22%3A0%2C%22seller_id%22%3A0%7D%3Asrc.22%3Aphoto_id.10219865323357365%3Astory_location.5%3Astory_attachment_style.group_sell_product_item%3Aview_time.1591741848%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],,[],[]
79,/groups/52876384720?view=permalink&id=10158449569689721&bacr=1591741848%3A1591741848%3A2%3A-7755198805567335283%3A0%3A6836479183750718472&refid=7&_ft_=qid.6836479183750718472%3Amf_story_key.-4756536570888088010%3Agroup_id.52876384720%3Atop_level_post_id.10158449569689721%3Acontent_owner_id_new.100004092841660%3Aoriginal_content_id.10158448049534798%3Aoriginal_content_owner_id.17043549797%3Apage_id.17043549797%3Asrc.22%3Astory_location.5%3Aattached_story_attachment_style.share%3Aview_time.1591741848%3Afilter.h_nor%3Atds_flgs.3%3Apage_insights.%7B%2217043549797%22%3A%7B%22page_id%22%3A17043549797%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A100004092841660%2C%22attached_story%22%3A%7B%22page_id%22%3A17043549797%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A17043549797%2C%22dm%22%3A%7B%22isShare%22%3A1%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A266%2C%22publish_time%22%3A1591714088%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22story_fbid%22%3A%5B10158448049534798%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A5%7D%2C%22dm%22%3A%7B%22isShare%22%3A1%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntGroupMallPostCreationStory%22%2C%22role%22%3A1%2C%22sl%22%3A5%2C%22targets%22%3A%5B%7B%22actor_id%22%3A100004092841660%2C%22page_id%22%3A17043549797%2C%22post_id%22%3A10158448049534798%2C%22role%22%3A1%2C%22share_id%22%3A0%7D%5D%7D%7D&__tn__=%2AW-R#footer_action_list,[],,[],[]
80,/groups/213717218645110?view=permalink&id=3528171930532939&bacr=1591741848%3A1591741848%3A6%3A4879720499944322066%3A0%3A6836479183750718472&refid=7&_ft_=qid.6836479183770545852%3Amf_story_key.8746821130860375798%3Agroup_id.213717218645110%3Atop_level_post_id.3528171930532939%3Acontent_owner_id_new.100003716455460%3Asrc.22%3Astory_location.5%3Aview_time.1591741848%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],,[],[]
81,/groups/260880814006061?view=permalink&id=3021596981267750&bacr=1591741848%3A1591741848%3A8%3A8746821130860375798%3A0%3A6836479183770545852&refid=7&_ft_=qid.6836479183770545852%3Amf_story_key.8069073022766890308%3Agroup_id.260880814006061%3Atop_level_post_id.3021596981267750%3Acontent_owner_id_new.100005011993860%3Atext_formatting.518596398537417%3Asrc.22%3Astory_location.5%3Aview_time.1591741848%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],/mypranesh.chakraborty?fref=nf&refid=18&__tn__=-R,[],[]
82,/story.php?story_fbid=10222914849369751&id=1533375296&bacr=1591741848%3A1591741848%3A9%3A8069073022766890308%3A0%3A6836479183770545852&refid=7&_ft_=qid.6836479183770545852%3Amf_story_key.-7047768187305050153%3Atop_level_post_id.10222914849369751%3Acontent_owner_id_new.1533375296%3Asrc.22%3Aphoto_attachments_list.%5B10222914838929490%2C10222914848809737%5D%3Aphoto_id.10222914838929490%3Astory_location.5%3Astory_attachment_style.album%3Aview_time.1591741848%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,"[""'Naannoo kunuunsuu!'"", ""' ==============='"", ""'=='"", '"" Dur dur jaarsaa qe\'een isaa biqiltuu garaa garaan guutamee jiru tokkotu ture jedhama. Kuduraafi muduraa bitachuuf fuula isaa gara gabaatti garagalchee hin beeku ture jaarsi sun. Qe\'eedhuma isaarraa guurrata! Maangoo, Paappayaa, Muuzaa, Raafuu, Aappilii fi mukeen gurguddoo gaaddisa ta\'an qee\'ee isaa marsanii jiru turan. Manguddoon kun ganama ganama ka\'ee biqiltoota kana bishaan obaasaa kan biraas ni dhaabaa ture. Namoonni karaa deeman hundi jaarsi kun ofiifuu du\'ufoo maaliif lafa qotaa? Amma dhugumuma qaqqabee nyaataa! Lakki akkanuman dadhaba jechaa itti qoosaa bira darbu. Manguddichii isa isaan jedhan hin dhagawu. Keessa isaa dhaggeeffachaa Biqiltuu isaa dhaabuu itti fufe. Gaafa tokko namichi tokko Manguddoon kun itti kolfanis hin dhagawu, qoosanis isaaf dhimma miti mee ka\'een itti siqee gaafadha jedhee bira dhaqe.""', '"" Yaa manguddoo nanaa atoo har\'a duutaa boru duutaa hin beektuu, biqiltoota qe\'ee kee jiran kanayyuu nyaatte hin fixxuu maaf dhamaata jedhee gaafate. Manguddichiis baay\'ee gammadee koottu waan gaaffi keef deebii ta\'un si ilaalchisaa jedheen. Biqiltootaa isaa hunda naannessee erga agarsiisee boodaa, yaa namana kan naannoftee argite hunda kan dhaabee ana miti. Maatii koo irraan dhaalee, amma immoo kanan dhaabaa jiru ofii nyaachuuf miti. Ijoollee koo dhaalchisuufan jedheen jedhama!""', '"" Manguddoon kan biraa immoo baay\'ee dhukkubsatee du\'aaf maatiifi ollaan taa\'anii eegaa jiru. Namoonni walitti qabaman kun amma muka eessa fidneeti saaxinii reenfaa hojjannaa jedhanii osoo wal gaafatanuu jaarsii du\'aaf wirxiffataa jiru kun, gaattiraa isa guddaa sana jigsaatii irraa saaxanii naaf hojjadhaa garuu yeeroo isa murtan biqiltoota xixiqqo jala jiraan akka hin caccabne eeggadhaa jedhee du\'e jedhama. ""', ""' Nutis qabeenyi qabeenya caaluu naannoo fayya qabeessaa qabeenyaa uumamaan badhaate ijoollee keenya haa dhaalchifnu! '"", '"" Duulli ashaara magarisaa deemaa jiru kun suuraa har\'a  biqiltuu dhaabaa ka\'uu bira darbee, bosona magariisaa boru keessa bashannanaa naannoo waliin osoo wal hin dhabni ijoolleen keenya jiraattu akka ta\'uuf kunuunsa barbaachisaa haa godhamuuf!""']",/mekonnen.bersisa?fref=nf&refid=52&_ft_=qid.6836479183770545852%3Amf_story_key.-7047768187305050153%3Atop_level_post_id.10222914849369751%3Acontent_owner_id_new.1533375296%3Asrc.22%3Aphoto_attachments_list.%5B10222914838929490%2C10222914848809737%5D%3Aphoto_id.10222914838929490%3Astory_location.5%3Astory_attachment_style.album%3Aview_time.1591741848%3Afilter.h_nor&__tn__=-R,[],[]
83,/story.php?story_fbid=688474371995786&id=100024996881091&bacr=1591741889%3A1591741889%3A1%3A-3353232464394137473%3A0%3A6836479359764996413&refid=7&_ft_=qid.6836479359764996413%3Amf_story_key.-3353232464394137473%3Atop_level_post_id.688474371995786%3Acontent_owner_id_new.100024996881091%3Aoriginal_content_id.1662731647211510%3Aoriginal_content_owner_id.484414308376589%3Apage_id.484414308376589%3Asrc.22%3Aphoto_attachments_list.%5B1662730347211640%2C1662730403878301%2C1662730700544938%5D%3Aphoto_id.1662730347211640%3Astory_location.5%3Aattached_story_attachment_style.album%3Aview_time.1591741889%3Afilter.h_nor%3Atds_flgs.3%3Apage_insights.%7B%22484414308376589%22%3A%7B%22page_id%22%3A484414308376589%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A100024996881091%2C%22attached_story%22%3A%7B%22page_id%22%3A484414308376589%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A484414308376589%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A266%2C%22publish_time%22%3A1591631791%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22story_fbid%22%3A%5B1662731647211510%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A5%7D%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22role%22%3A1%2C%22sl%22%3A5%2C%22targets%22%3A%5B%7B%22actor_id%22%3A100024996881091%2C%22page_id%22%3A484414308376589%2C%22post_id%22%3A1662731647211510%2C%22role%22%3A1%2C%22share_id%22%3A0%7D%5D%7D%7D&__tn__=%2AW-R#footer_action_list,[],,[],[]
84,/story.php?story_fbid=3224051617634133&id=100000879808526&bacr=1591741889%3A1591741889%3A1%3A-3353232464394137473%3A0%3A6836479359764996413&refid=7&_ft_=qid.6836479359764996413%3Amf_story_key.5438052218461877386%3Atop_level_post_id.3224051617634133%3Acontent_owner_id_new.100000879808526%3Aoriginal_content_id.144787610548244%3Aoriginal_content_owner_id.100050510180293%3Asrc.22%3Aphoto_attachments_list.%5B144788360548169%2C144788427214829%2C144789043881434%5D%3Aphoto_id.144788360548169%3Astory_location.5%3Aattached_story_attachment_style.album%3Aview_time.1591741889%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,"[""'“በህገ መንግስት ትርጉም ሽፋን ህገ መንግስቱ እና ህገ መንግስታዊ ህብረ ብሄራዊ ፌዴራላዊ ስርዓት አደጋ ላይ የሚጥል እና ወደ  አምባገነናዊ  መንግስት የሚያመራ የህገ መንግስት ትርጉም ለማስወሰን የፌዴሬሽን ምክር ቤት አፈ ጉባኤ ሁኜ መምራት አልፈልግም፣ አልተባበርም ፣ አልፈፅምም፡፡ የዚህ ታሪካዊ ስህተት እና ሴራ ፓለቲካ ተባባሪ እና አስፈፃሚ መሆን ህሊናየ አይፈቅድልኝም፡፡ የተታገልኩለት የፓለቲካ ዓላማ ለዚህ ስርዓት የወደቁ ሰማእታት አደራ እና የብሄር  ብሄረሰቦች አመኔታ አልክድም፡፡”'"", ""' የቀድሞ የፌደሬሽን ምክር ቤት አፈጉባኤ ክብርት ወ/ሮ ኬሪያ ኢብራሂም ።'""]",/zahara.a.osman?fref=nf&refid=52&_ft_=qid.6836479359764996413%3Amf_story_key.5438052218461877386%3Atop_level_post_id.3224051617634133%3Acontent_owner_id_new.100000879808526%3Aoriginal_content_id.144787610548244%3Aoriginal_content_owner_id.100050510180293%3Asrc.22%3Aphoto_attachments_list.%5B144788360548169%2C144788427214829%2C144789043881434%5D%3Aphoto_id.144788360548169%3Astory_location.5%3Aattached_story_attachment_style.album%3Aview_time.1591741889%3Afilter.h_nor&__tn__=-R,[],[]
85,/story.php?story_fbid=3926540144085552&id=100001888140140&bacr=1591741889%3A1591741889%3A2%3A5438052218461877386%3A0%3A6836479359764996413&refid=7&_ft_=qid.6836479359764996413%3Amf_story_key.-5917892173348814716%3Atop_level_post_id.3926540144085552%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741889%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],/jemal.gemta?fref=nf&refid=52&_ft_=qid.6836479359764996413%3Amf_story_key.-5917892173348814716%3Atop_level_post_id.3926540144085552%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741889%3Afilter.h_nor&__tn__=-R,[],[]
86,/story.php?story_fbid=260110805058984&id=100031801997733&bacr=1591741889%3A1591741889%3A3%3A-5917892173348814716%3A0%3A6836479359764996413&refid=7&_ft_=qid.6836479359764996413%3Amf_story_key.8537370617054500865%3Atop_level_post_id.260110805058984%3Acontent_owner_id_new.100031801997733%3Asrc.22%3Aphoto_id.260110708392327%3Astory_location.5%3Astory_attachment_style.photo%3Aview_time.1591741889%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,"[""'ታሪክ አለን።'""]",/semelese.legese.12?fref=nf&refid=52&_ft_=qid.6836479359764996413%3Amf_story_key.8537370617054500865%3Atop_level_post_id.260110805058984%3Acontent_owner_id_new.100031801997733%3Asrc.22%3Aphoto_id.260110708392327%3Astory_location.5%3Astory_attachment_style.photo%3Aview_time.1591741889%3Afilter.h_nor&__tn__=-R,[],[]
87,/story.php?story_fbid=3927306127342287&id=100001888140140&bacr=1591741889%3A1591741889%3A4%3A8537370617054500865%3A0%3A6836479359764996413&refid=7&_ft_=qid.6836479359764996413%3Amf_story_key.-2033826342645720985%3Atop_level_post_id.3927306127342287%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741889%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],/jemal.gemta?fref=nf&refid=52&_ft_=qid.6836479359764996413%3Amf_story_key.-2033826342645720985%3Atop_level_post_id.3927306127342287%3Acontent_owner_id_new.100001888140140%3Atext_formatting.106018623298955%3Asrc.22%3Astory_location.5%3Aview_time.1591741889%3Afilter.h_nor&__tn__=-R,[],[]
88,/story.php?story_fbid=259414145128650&id=100031801997733&bacr=1591741889%3A1591741889%3A5%3A-2033826342645720985%3A0%3A6836479359764996413&refid=7&_ft_=qid.6836479359764996413%3Amf_story_key.1883009433712383696%3Atop_level_post_id.259414145128650%3Acontent_owner_id_new.100031801997733%3Asrc.22%3Aphoto_id.259414108461987%3Astory_location.5%3Astory_attachment_style.photo%3Aview_time.1591741889%3Afilter.h_nor&__tn__=%2AW-R#footer_action_list,[],/semelese.legese.12?fref=nf&refid=52&_ft_=qid.6836479359764996413%3Amf_story_key.1883009433712383696%3Atop_level_post_id.259414145128650%3Acontent_owner_id_new.100031801997733%3Asrc.22%3Aphoto_id.259414108461987%3Astory_location.5%3Astory_attachment_style.photo%3Aview_time.1591741889%3Afilter.h_nor&__tn__=-R,[],[]
